"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"ALOX5AP",4.91137228053695e-97,0.662762186353682,0.591,0.402,9.82274456107391e-94,"Mast cell","ALOX5AP"
"LGALS31",2.91969020430902e-90,0.54681693732536,0.81,0.34,5.83938040861804e-87,"Mast cell","LGALS3"
"LMNA",1.10963417664218e-87,0.777100153784333,0.698,0.412,2.21926835328436e-84,"Mast cell","LMNA"
"IGFBP7",1.22546896668512e-87,0.79235913861105,0.367,0.126,2.45093793337025e-84,"Mast cell","IGFBP7"
"TXN",3.02483774166655e-87,0.627168561244146,0.676,0.424,6.0496754833331e-84,"Mast cell","TXN"
"PLIN22",1.22231601900249e-82,0.725179320209111,0.768,0.395,2.44463203800498e-79,"Mast cell","PLIN2"
"GLUL1",1.92656849077622e-73,0.705064924933634,0.599,0.361,3.85313698155244e-70,"Mast cell","GLUL"
"FTH13",5.49246069349215e-73,0.599172974563846,0.898,0.511,1.09849213869843e-69,"Mast cell","FTH1"
"CD69",1.81986057767195e-68,0.865881915367652,0.621,0.425,3.6397211553439e-65,"Mast cell","CD69"
"PDK41",6.95608671972628e-67,0.53847256215051,0.469,0.143,1.39121734394526e-63,"Mast cell","PDK4"
"RGS21",1.14670629730871e-55,0.637410429501055,0.576,0.454,2.29341259461741e-52,"Mast cell","RGS2"
"FOSB1",1.89760942201804e-47,0.518508594716001,0.554,0.452,3.79521884403608e-44,"Mast cell","FOSB"
"SERPINA12",4.82599887754299e-37,0.512807176459488,0.349,0.263,9.65199775508598e-34,"Mast cell","SERPINA1"
"AREG2",1.62362142608236e-24,0.607164774578068,0.426,0.395,3.24724285216472e-21,"Mast cell","AREG"
