,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
FLT3LG,0,4.451557214,0.984,0.156,0,CD4 T-cell,FLT3LG
PASK,0,4.088555046,0.998,0.257,0,CD4 T-cell,PASK
IL7R,0,4.007465226,1,0.287,0,CD4 T-cell,IL7R
ZNF165,0,3.997433591,0.993,0.201,0,CD4 T-cell,ZNF165
LTB,0,3.938030877,1,0.337,0,CD4 T-cell,LTB
EEF1D,0,3.909080874,0.997,0.301,0,CD4 T-cell,EEF1D
RPS27A,0,3.890400271,0.991,0.288,0,CD4 T-cell,RPS27A
LEF1,0,3.868170176,0.999,0.214,0,CD4 T-cell,LEF1
RPS3,0,3.848423562,0.994,0.277,0,CD4 T-cell,RPS3
CCR6,0,3.820246499,1,0.341,0,CD4 T-cell,CCR6
P2RY10,0,3.80753526,1,0.44,0,CD4 T-cell,P2RY10
S1PR1,0,3.790136348,0.997,0.318,0,CD4 T-cell,S1PR1
INPP4B,0,3.781673785,1,0.421,0,CD4 T-cell,INPP4B
GPR171,0,3.772642637,1,0.362,0,CD4 T-cell,GPR171
RPS6,0,3.737398437,0.984,0.279,0,CD4 T-cell,RPS6
AQP3,0,3.694819394,1,0.245,0,CD4 T-cell,AQP3
ZNF90,0,3.681822004,0.969,0.299,0,CD4 T-cell,ZNF90
RPS14,0,3.666826221,0.982,0.267,0,CD4 T-cell,RPS14
CD28,0,3.650137532,1,0.304,0,CD4 T-cell,CD28
RPL6,0,3.642056472,0.993,0.306,0,CD4 T-cell,RPL6
SELL,0,3.633035207,0.966,0.284,0,CD4 T-cell,SELL
HOMER2,0,3.612610042,1,0.409,0,CD4 T-cell,HOMER2
ZNF831,0,3.612005609,1,0.459,0,CD4 T-cell,ZNF831
CCR7,0,3.598293818,0.997,0.238,0,CD4 T-cell,CCR7
TNFRSF25,0,3.527819643,1,0.407,0,CD4 T-cell,TNFRSF25
RPL7,0,3.525693112,0.97,0.287,0,CD4 T-cell,RPL7
CASK,0,3.494597995,1,0.48,0,CD4 T-cell,CASK
ZEB1,0,3.471164948,1,0.489,0,CD4 T-cell,ZEB1
SCML1,0,3.457273154,0.926,0.36,0,CD4 T-cell,SCML1
SLAMF6,0,3.442576802,0.999,0.352,0,CD4 T-cell,SLAMF6
RPSA,0,3.421807418,0.996,0.31,0,CD4 T-cell,RPSA
CALCRL,0,3.386293671,1,0.484,0,CD4 T-cell,CALCRL
ZNHIT6,0,3.340113851,0.999,0.421,0,CD4 T-cell,ZNHIT6
EEF2,0,3.312208138,0.985,0.294,0,CD4 T-cell,EEF2
MYCBP2,0,3.278701817,0.997,0.39,0,CD4 T-cell,MYCBP2
TCF7,0,3.24150845,1,0.349,0,CD4 T-cell,TCF7
HINT1,0,3.218981982,1,0.441,0,CD4 T-cell,HINT1
PIK3R1,0,3.204672878,1,0.474,0,CD4 T-cell,PIK3R1
HIST1H4C,0,3.199717529,1,0.496,0,CD4 T-cell,HIST1H4C
NACA,0,3.192140446,0.981,0.321,0,CD4 T-cell,NACA
PBX4,0,3.191200886,1,0.482,0,CD4 T-cell,PBX4
FXYD7,0,3.075009478,1,0.421,0,CD4 T-cell,FXYD7
EID2B,0,3.073217173,1,0.49,0,CD4 T-cell,EID2B
SVIP,0,3.059740578,1,0.493,0,CD4 T-cell,SVIP
ARHGAP15,0,3.054503384,1,0.396,0,CD4 T-cell,ARHGAP15
BACH2,0,3.036745823,0.999,0.426,0,CD4 T-cell,BACH2
NDFIP1,0,3.024266375,0.893,0.357,0,CD4 T-cell,NDFIP1
APAF1,0,2.987967346,0.999,0.416,0,CD4 T-cell,APAF1
CAMK4,0,2.987675734,1,0.466,0,CD4 T-cell,CAMK4
SLAMF1,0,2.978597867,0.999,0.339,0,CD4 T-cell,SLAMF1
SLC23A2,0,2.949255291,0.999,0.427,0,CD4 T-cell,SLC23A2
NPFFR1,0,2.927476079,0.998,0.509,0,CD4 T-cell,NPFFR1
NPM1,0,2.900554197,0.997,0.347,0,CD4 T-cell,NPM1
CLEC2D,0,2.877224975,1,0.42,0,CD4 T-cell,CLEC2D
FLT3,0,2.874606988,1,0.447,0,CD4 T-cell,FLT3
CD300LB,0,2.869713264,0.936,0.292,0,CD4 T-cell,CD300LB
RHOH,0,2.860759678,1,0.44,0,CD4 T-cell,RHOH
UBA52,0,2.849866743,0.931,0.36,0,CD4 T-cell,UBA52
RORA,0,2.849286015,1,0.412,0,CD4 T-cell,RORA
SPOCK2,0,2.836798191,1,0.409,0,CD4 T-cell,SPOCK2
GATA3,0,2.832671998,1,0.475,0,CD4 T-cell,GATA3
GNG4,0,2.820145353,0.998,0.382,0,CD4 T-cell,GNG4
MS4A1,0,2.814613155,1,0.497,0,CD4 T-cell,MS4A1
ZNF200,0,2.78061684,0.997,0.368,0,CD4 T-cell,ZNF200
CHN1,0,2.76944091,0.997,0.356,0,CD4 T-cell,CHN1
PFDN5,0,2.758847768,0.938,0.447,0,CD4 T-cell,PFDN5
ZDHHC16,0,2.70938411,0.995,0.401,0,CD4 T-cell,ZDHHC16
BTF3,0,2.709098752,0.931,0.342,0,CD4 T-cell,BTF3
STK17A,0,2.695112374,1,0.474,0,CD4 T-cell,STK17A
CD40LG,0,2.691257817,1,0.312,0,CD4 T-cell,CD40LG
SCML4,0,2.663962716,1,0.47,0,CD4 T-cell,SCML4
SOCS1,0,2.652319204,1,0.467,0,CD4 T-cell,SOCS1
PML,0,2.639250087,1,0.495,0,CD4 T-cell,PML
TBC1D19,0,2.609982361,1,0.475,0,CD4 T-cell,TBC1D19
ARID5B,0,2.597241674,1,0.376,0,CD4 T-cell,ARID5B
RCAN3,0,2.593455863,1,0.373,0,CD4 T-cell,RCAN3
PDLIM1,0,2.582362126,1,0.537,0,CD4 T-cell,PDLIM1
STXBP3,0,2.571741828,0.994,0.337,0,CD4 T-cell,STXBP3
GPR18,0,2.570172763,1,0.493,0,CD4 T-cell,GPR18
CDC42SE2,0,2.520525905,1,0.492,0,CD4 T-cell,CDC42SE2
ST18,0,2.517214037,0.992,0.388,0,CD4 T-cell,ST18
TRAT1,0,2.515470642,1,0.397,0,CD4 T-cell,TRAT1
ICOS,0,2.496514003,1,0.379,0,CD4 T-cell,ICOS
CXCR4,0,2.440961211,0.999,0.479,0,CD4 T-cell,CXCR4
RASA2,0,2.414144845,1,0.485,0,CD4 T-cell,RASA2
PHF6,0,2.411941639,1,0.444,0,CD4 T-cell,PHF6
IFT57,0,2.410470669,1,0.5,0,CD4 T-cell,IFT57
IPCEF1,0,2.40266323,1,0.472,0,CD4 T-cell,IPCEF1
PBXIP1,0,2.402081017,1,0.496,0,CD4 T-cell,PBXIP1
LDB2,0,2.390660001,0.996,0.329,0,CD4 T-cell,LDB2
BCL11B,0,2.380828213,1,0.396,0,CD4 T-cell,BCL11B
KLF3,0,2.319199967,0.977,0.411,0,CD4 T-cell,KLF3
TSHZ2,0,2.313257048,1,0.355,0,CD4 T-cell,TSHZ2
RAP2B,0,2.270192662,0.984,0.361,0,CD4 T-cell,RAP2B
SMAGP,0,2.268332147,1,0.483,0,CD4 T-cell,SMAGP
ZNF444,0,2.264168903,0.999,0.502,0,CD4 T-cell,ZNF444
PLP2,0,2.261433619,0.999,0.413,0,CD4 T-cell,PLP2
TC2N,0,2.255907681,1,0.449,0,CD4 T-cell,TC2N
CD226,0,2.243921691,0.994,0.371,0,CD4 T-cell,CD226
APOBR,0,2.240813493,0.999,0.406,0,CD4 T-cell,APOBR
ZNF644,0,2.227838156,0.999,0.475,0,CD4 T-cell,ZNF644
C1QBP,0,2.215398393,0.93,0.34,0,CD4 T-cell,C1QBP
ELP2,0,2.211823153,0.999,0.457,0,CD4 T-cell,ELP2
TNFRSF4,0,2.204210384,0.716,0.461,0,CD4 T-cell,TNFRSF4
RRAS2,0,2.188229922,1,0.499,0,CD4 T-cell,RRAS2
SLC4A10,0,2.188229187,0.871,0.427,0,CD4 T-cell,SLC4A10
ZC3H12D,0,2.185853852,1,0.492,0,CD4 T-cell,ZC3H12D
KMT5C,0,2.103336866,1,0.488,0,CD4 T-cell,KMT5C
ANK3,0,2.102993685,0.995,0.309,0,CD4 T-cell,ANK3
DEF6,0,2.100662588,1,0.476,0,CD4 T-cell,DEF6
ITGB7,0,2.082316898,1,0.505,0,CD4 T-cell,ITGB7
ZNF44,0,2.080458452,1,0.493,0,CD4 T-cell,ZNF44
ITK,0,2.072131542,1,0.486,0,CD4 T-cell,ITK
MAP3K14,0,2.059052474,1,0.555,0,CD4 T-cell,MAP3K14
ZNF296,0,2.05222567,1,0.487,0,CD4 T-cell,ZNF296
IL18R1,0,2.048923211,0.999,0.555,0,CD4 T-cell,IL18R1
CD79A,0,2.044008206,1,0.506,0,CD4 T-cell,CD79A
CHAF1A,0,2.040552626,0.998,0.569,0,CD4 T-cell,CHAF1A
CD2,0,2.039197242,1,0.368,0,CD4 T-cell,CD2
S1PR4,0,2.000313104,1,0.484,0,CD4 T-cell,S1PR4
DPP4,0,1.966963386,0.946,0.326,0,CD4 T-cell,DPP4
LAX1,0,1.949935133,1,0.496,0,CD4 T-cell,LAX1
LRBA,0,1.949364162,1,0.485,0,CD4 T-cell,LRBA
CD3E,0,1.923864829,1,0.398,0,CD4 T-cell,CD3E
HABP4,0,1.914829176,1,0.45,0,CD4 T-cell,HABP4
HLA-DOB,0,1.906605494,0.995,0.542,0,CD4 T-cell,HLA-DOB
PPP1R16A,0,1.904653767,0.999,0.444,0,CD4 T-cell,PPP1R16A
FYN,0,1.899123068,0.997,0.48,0,CD4 T-cell,FYN
ZC3H15,0,1.867482535,1,0.542,0,CD4 T-cell,ZC3H15
CLECL1,0,1.860239875,0.999,0.462,0,CD4 T-cell,CLECL1
PPP2R5C,0,1.857178684,1,0.481,0,CD4 T-cell,PPP2R5C
ZCCHC7,0,1.852628399,1,0.499,0,CD4 T-cell,ZCCHC7
RGS14,0,1.845231295,1,0.488,0,CD4 T-cell,RGS14
CYSLTR1,0,1.844809294,0.937,0.331,0,CD4 T-cell,CYSLTR1
CD3D,0,1.812610664,1,0.387,0,CD4 T-cell,CD3D
NET1,0,1.788122549,1,0.532,0,CD4 T-cell,NET1
TRAF4,0,1.760328319,1,0.509,0,CD4 T-cell,TRAF4
RASGRP1,0,1.747510789,0.999,0.466,0,CD4 T-cell,RASGRP1
MAP3K1,0,1.745110668,0.928,0.366,0,CD4 T-cell,MAP3K1
CIC,0,1.744054069,0.776,0.382,0,CD4 T-cell,CIC
SPRY1,0,1.735690536,0.991,0.406,0,CD4 T-cell,SPRY1
ACAP1,0,1.734005393,1,0.494,0,CD4 T-cell,ACAP1
CD3G,0,1.732013812,1,0.395,0,CD4 T-cell,CD3G
FURIN,0,1.723829618,0.855,0.32,0,CD4 T-cell,FURIN
HOMER1,0,1.717084567,0.968,0.434,0,CD4 T-cell,HOMER1
SSBP3,0,1.716820928,0.953,0.406,0,CD4 T-cell,SSBP3
LBH,0,1.706973513,1,0.489,0,CD4 T-cell,LBH
RAB14,0,1.698616383,0.998,0.494,0,CD4 T-cell,RAB14
KLF12,0,1.696854202,1,0.507,0,CD4 T-cell,KLF12
MCC,0,1.681686288,0.905,0.421,0,CD4 T-cell,MCC
DAPP1,0,1.650916186,1,0.552,0,CD4 T-cell,DAPP1
SLC38A1,0,1.648793364,0.999,0.484,0,CD4 T-cell,SLC38A1
CASP8AP2,0,1.632745426,0.97,0.337,0,CD4 T-cell,CASP8AP2
LCK,0,1.625348148,0.994,0.468,0,CD4 T-cell,LCK
ZBTB10,0,1.623654112,0.971,0.418,0,CD4 T-cell,ZBTB10
CALM1,0,1.605823801,1,0.489,0,CD4 T-cell,CALM1
SP100,0,1.59176945,1,0.504,0,CD4 T-cell,SP100
CD1C,0,1.587593484,0.999,0.438,0,CD4 T-cell,CD1C
PHF1,0,1.580007966,0.974,0.447,0,CD4 T-cell,PHF1
CD96,0,1.565597606,0.997,0.484,0,CD4 T-cell,CD96
KMT2A,0,1.565566188,1,0.49,0,CD4 T-cell,KMT2A
SEMA7A,0,1.564868532,1,0.555,0,CD4 T-cell,SEMA7A
ACVR2A,0,1.541526339,0.888,0.36,0,CD4 T-cell,ACVR2A
CXCR6,0,1.526071679,0.933,0.415,0,CD4 T-cell,CXCR6
HNRNPUL1,0,1.513026327,0.998,0.503,0,CD4 T-cell,HNRNPUL1
PIM2,0,1.507964268,1,0.494,0,CD4 T-cell,PIM2
CCDC88C,0,1.506833166,1,0.508,0,CD4 T-cell,CCDC88C
MYNN,0,1.478029536,0.996,0.521,0,CD4 T-cell,MYNN
CD5,0,1.473775305,1,0.4,0,CD4 T-cell,CD5
CGGBP1,0,1.445671112,0.996,0.536,0,CD4 T-cell,CGGBP1
TRIM28,0,1.431222349,0.999,0.502,0,CD4 T-cell,TRIM28
KLF13,0,1.428277884,0.976,0.454,0,CD4 T-cell,KLF13
ZMYND11,0,1.427817176,0.977,0.527,0,CD4 T-cell,ZMYND11
LAT,0,1.418247909,0.998,0.487,0,CD4 T-cell,LAT
SKAP1,0,1.406556272,1,0.49,0,CD4 T-cell,SKAP1
ZNF611,0,1.401479422,1,0.486,0,CD4 T-cell,ZNF611
PRDM2,0,1.383117024,0.999,0.499,0,CD4 T-cell,PRDM2
CEBPZ,0,1.373647319,1,0.505,0,CD4 T-cell,CEBPZ
SCX,0,1.368640309,0.989,0.356,0,CD4 T-cell,SCX
RALA,0,1.352099457,0.996,0.443,0,CD4 T-cell,RALA
VCL,0,1.342586938,0.956,0.505,0,CD4 T-cell,VCL
G3BP1,0,1.337785085,0.999,0.491,0,CD4 T-cell,G3BP1
RND1,0,1.333168903,0.89,0.391,0,CD4 T-cell,RND1
MED19,0,1.315495576,1,0.525,0,CD4 T-cell,MED19
FUT8,0,1.31466546,0.997,0.467,0,CD4 T-cell,FUT8
GPR174,0,1.308595389,1,0.485,0,CD4 T-cell,GPR174
SKI,0,1.305859467,0.975,0.589,0,CD4 T-cell,SKI
ZNF441,0,1.290958082,0.999,0.522,0,CD4 T-cell,ZNF441
DGKE,0,1.287453575,0.998,0.516,0,CD4 T-cell,DGKE
ZC3HAV1,0,1.281491134,0.999,0.495,0,CD4 T-cell,ZC3HAV1
MYBL1,0,1.276620454,0.999,0.475,0,CD4 T-cell,MYBL1
ASH1L,0,1.272972062,1,0.59,0,CD4 T-cell,ASH1L
CBFA2T3,0,1.264533851,0.999,0.535,0,CD4 T-cell,CBFA2T3
KCNK6,0,1.250348946,0.998,0.537,0,CD4 T-cell,KCNK6
SPIB,0,1.244982557,0.979,0.455,0,CD4 T-cell,SPIB
ZNF740,0,1.240723935,0.999,0.48,0,CD4 T-cell,ZNF740
CHD7,0,1.229598126,0.976,0.514,0,CD4 T-cell,CHD7
TUT4,0,1.182052098,1,0.485,0,CD4 T-cell,TUT4
SUPT16H,0,1.179295587,0.999,0.51,0,CD4 T-cell,SUPT16H
KRAS,0,1.171137722,0.977,0.508,0,CD4 T-cell,KRAS
CSDE1,0,1.169498746,0.864,0.44,0,CD4 T-cell,CSDE1
PDE3B,0,1.169260736,0.962,0.342,0,CD4 T-cell,PDE3B
MPHOSPH8,0,1.166773618,1,0.505,0,CD4 T-cell,MPHOSPH8
SEMA4D,0,1.149969125,0.895,0.421,0,CD4 T-cell,SEMA4D
ZNF141,0,1.111277494,0.982,0.573,0,CD4 T-cell,ZNF141
TDG,0,1.11118262,0.977,0.384,0,CD4 T-cell,TDG
ZDHHC2,0,1.110338609,0.974,0.435,0,CD4 T-cell,ZDHHC2
IKZF3,0,1.0905266,1,0.484,0,CD4 T-cell,IKZF3
CDCA7L,0,1.086034762,0.979,0.402,0,CD4 T-cell,CDCA7L
KLRG1,0,1.072102358,1,0.484,0,CD4 T-cell,KLRG1
PRDX2,0,1.053331446,0.989,0.483,0,CD4 T-cell,PRDX2
NCK2,0,1.045110903,0.889,0.342,0,CD4 T-cell,NCK2
NSD2,0,1.040566116,0.999,0.504,0,CD4 T-cell,NSD2
OPTN,0,1.026894727,1,0.485,0,CD4 T-cell,OPTN
ZNF148,0,1.021984336,0.977,0.519,0,CD4 T-cell,ZNF148
UBE2N,0,1.020246958,0.999,0.509,0,CD4 T-cell,UBE2N
MESD,0,1.01835716,0.993,0.531,0,CD4 T-cell,MESD
BCL2L11,0,1.015441511,0.964,0.383,0,CD4 T-cell,BCL2L11
PLXNA3,0,1.011683092,0.999,0.348,0,CD4 T-cell,PLXNA3
SUPT7L,0,1.004153369,0.994,0.509,0,CD4 T-cell,SUPT7L
HDAC7,0,1.002276668,1,0.489,0,CD4 T-cell,HDAC7
FOXP3,0,4.27151136,1,0.304,0,Treg,FOXP3
CNIH1,0,2.844189902,0.999,0.439,0,Treg,CNIH1
PLXNA31,0,1.968058831,1,0.547,0,Treg,PLXNA3
RAB33A,0,1.938796642,0.985,0.504,0,Treg,RAB33A
TBC1D4,0,1.85396199,0.999,0.619,0,Treg,TBC1D4
CTLA4,0,1.764238147,0.999,0.355,0,Treg,CTLA4
ZNF254,0,1.693306133,0.983,0.496,0,Treg,ZNF254
STAM,0,1.69197153,0.996,0.423,0,Treg,STAM
ATP5F1A,0,1.470260861,1,0.475,0,Treg,ATP5F1A
NDFIP2,0,1.45277282,0.996,0.476,0,Treg,NDFIP2
ZBTB20,0,1.360919582,0.992,0.611,0,Treg,ZBTB20
PRDX21,0,1.17839487,0.997,0.638,0,Treg,PRDX2
P2RY6,0,1.16472989,1,0.645,0,Treg,P2RY6
SLC2A1,0,1.162220993,1,0.664,0,Treg,SLC2A1
RAB141,0,1.156012056,1,0.648,0,Treg,RAB14
BATF,0,1.146440812,0.971,0.393,0,Treg,BATF
MTF2,0,1.102166948,0.979,0.563,0,Treg,MTF2
UBE2L3,0,1.091241211,0.993,0.391,0,Treg,UBE2L3
ZBTB32,0,1.085066112,0.955,0.395,0,Treg,ZBTB32
XRCC5,0,1.044369002,1,0.627,0,Treg,XRCC5
SIT1,0,1.038240974,1,0.486,0,Treg,SIT1
LAT1,0,1.036831704,1,0.643,0,Treg,LAT
LCK1,0,1.033341582,1,0.629,0,Treg,LCK
RAB8A,0,1.021012692,0.991,0.626,0,Treg,RAB8A
RTKN2,0.00E+00,1.769396021,0.96,0.43,8.39E-306,Treg,RTKN2
CX3CL1,4.60E-111,1.071984518,0.826,0.523,6.53E-108,Treg,CX3CL1
CTBP2,0,4.779352318,1,0.411,0,NK cell 1,CTBP2
ARID3B,0,4.718318291,0.997,0.258,0,NK cell 1,ARID3B
NCR3,0,4.610057173,0.999,0.148,0,NK cell 1,NCR3
ASCL2,0,4.454849672,1,0.23,0,NK cell 1,ASCL2
CD244,0,4.341579935,1,0.261,0,NK cell 1,CD244
KIR3DL2,0,4.329176315,0.999,0.296,0,NK cell 1,KIR3DL2
KIR2DL1,0,4.293620912,0.996,0.286,0,NK cell 1,KIR2DL1
ADGRG1,0,4.160136834,1,0.273,0,NK cell 1,ADGRG1
MLC1,0,4.136029934,0.999,0.351,0,NK cell 1,MLC1
TLE1,0,4.121421458,0.99,0.344,0,NK cell 1,TLE1
CLIC3,0,4.112945516,1,0.232,0,NK cell 1,CLIC3
ZDHHC4,0,4.1048141,0.993,0.358,0,NK cell 1,ZDHHC4
TMED1,0,4.099463326,0.995,0.2,0,NK cell 1,TMED1
HES6,0,3.957480243,0.999,0.393,0,NK cell 1,HES6
MAPK1,0,3.879701959,1,0.31,0,NK cell 1,MAPK1
CARD11,0,3.845084647,1,0.291,0,NK cell 1,CARD11
GNGT2,0,3.78289211,1,0.267,0,NK cell 1,GNGT2
TFDP2,0,3.705389564,0.999,0.394,0,NK cell 1,TFDP2
S1PR5,0,3.675637998,1,0.26,0,NK cell 1,S1PR5
ZNF7,0,3.545639838,1,0.249,0,NK cell 1,ZNF7
PTPRA,0,3.477486587,0.998,0.341,0,NK cell 1,PTPRA
FEZ1,0,3.427497234,0.995,0.348,0,NK cell 1,FEZ1
AXIN1,0,3.353887743,0.998,0.425,0,NK cell 1,AXIN1
BRD8,0,3.317849953,1,0.311,0,NK cell 1,BRD8
PRF1,0,3.295378737,1,0.298,0,NK cell 1,PRF1
GZMB,0,3.278214085,1,0.303,0,NK cell 1,GZMB
CD160,0,3.152010806,0.995,0.373,0,NK cell 1,CD160
MATK,0,3.101800064,1,0.382,0,NK cell 1,MATK
PDIA3,0,3.079680772,0.996,0.495,0,NK cell 1,PDIA3
KMT5B,0,3.074709729,0.999,0.407,0,NK cell 1,KMT5B
KLRF1,0,3.06189168,1,0.292,0,NK cell 1,KLRF1
PTGDR,0,3.045690117,1,0.356,0,NK cell 1,PTGDR
ZBTB16,0,3.03955491,0.999,0.369,0,NK cell 1,ZBTB16
SIPA1,0,3.022550636,1,0.36,0,NK cell 1,SIPA1
KIR2DL3,0,2.986658951,1,0.438,0,NK cell 1,KIR2DL3
KLRD1,0,2.900469924,1,0.334,0,NK cell 1,KLRD1
ZNF322,0,2.846411289,0.999,0.417,0,NK cell 1,ZNF322
CD247,0,2.806318076,1,0.376,0,NK cell 1,CD247
OSTF1,0,2.785869598,0.978,0.369,0,NK cell 1,OSTF1
BUD31,0,2.780246237,1,0.441,0,NK cell 1,BUD31
CD38,0,2.773673683,1,0.309,0,NK cell 1,CD38
NCAM1,0,2.727095067,1,0.286,0,NK cell 1,NCAM1
HOPX,0,2.680109368,1,0.409,0,NK cell 1,HOPX
CD47,0,2.669726833,0.999,0.372,0,NK cell 1,CD47
AES,0,2.651006708,0.999,0.467,0,NK cell 1,AES
TXK,0,2.616191751,1,0.284,0,NK cell 1,TXK
KLRC2,0,2.549824918,1,0.346,0,NK cell 1,KLRC2
SDF4,0,2.53848128,1,0.299,0,NK cell 1,SDF4
NCR1,0,2.487497568,0.999,0.296,0,NK cell 1,NCR1
TMIGD2,0,2.485100609,1,0.215,0,NK cell 1,TMIGD2
RAMP1,0,2.443805702,0.999,0.365,0,NK cell 1,RAMP1
CNOT2,0,2.412572998,0.989,0.386,0,NK cell 1,CNOT2
DGKQ,0,2.384672165,0.996,0.333,0,NK cell 1,DGKQ
BPTF,0,2.372688781,1,0.508,0,NK cell 1,BPTF
TBX21,0,2.367394103,1,0.353,0,NK cell 1,TBX21
ZMYM4,0,2.331088914,0.999,0.27,0,NK cell 1,ZMYM4
IKZF2,0,2.274979249,1,0.377,0,NK cell 1,IKZF2
RRBP1,0,2.262962393,0.998,0.436,0,NK cell 1,RRBP1
SIGIRR,0,2.182116045,1,0.34,0,NK cell 1,SIGIRR
PILRB,0,2.167778883,0.983,0.391,0,NK cell 1,PILRB
MCTP2,0,2.130621989,0.998,0.487,0,NK cell 1,MCTP2
CD7,0,2.12982348,1,0.555,0,NK cell 1,CD7
HIPK2,0,2.126990951,0.985,0.497,0,NK cell 1,HIPK2
PITPNC1,0,2.097474512,0.996,0.324,0,NK cell 1,PITPNC1
YES1,0,2.096752639,0.997,0.439,0,NK cell 1,YES1
EBP,0,2.074819775,1,0.356,0,NK cell 1,EBP
DMAP1,0,2.021329798,1,0.332,0,NK cell 1,DMAP1
ADCY7,0,1.908274355,0.996,0.398,0,NK cell 1,ADCY7
KLRC1,0,1.907915465,1,0.324,0,NK cell 1,KLRC1
SEC14L2,0,1.892623535,0.999,0.473,0,NK cell 1,SEC14L2
GTPBP1,0,1.874408495,1,0.549,0,NK cell 1,GTPBP1
ABCB1,0,1.781117255,1,0.587,0,NK cell 1,ABCB1
ZNF571,0,1.757627641,0.996,0.359,0,NK cell 1,ZNF571
ADRB2,0,1.754711275,1,0.477,0,NK cell 1,ADRB2
POLR2K,0,1.735367606,1,0.389,0,NK cell 1,POLR2K
FUBP1,0,1.71804288,0.999,0.628,0,NK cell 1,FUBP1
FCGR3A,0,1.71134162,0.993,0.422,0,NK cell 1,FCGR3A
CHMP4A,0,1.710218137,0.882,0.37,0,NK cell 1,CHMP4A
TAF3,0,1.657401768,1,0.634,0,NK cell 1,TAF3
DTHD1,0,1.654520621,0.999,0.424,0,NK cell 1,DTHD1
RAB8B,0,1.641641667,0.956,0.581,0,NK cell 1,RAB8B
POLR2A,0,1.63605315,0.989,0.561,0,NK cell 1,POLR2A
CCND3,0,1.628543634,1,0.578,0,NK cell 1,CCND3
RBL1,0,1.602067033,1,0.605,0,NK cell 1,RBL1
ATRX,0,1.580018305,1,0.534,0,NK cell 1,ATRX
IL2RB,0,1.575644825,1,0.596,0,NK cell 1,IL2RB
ARFGAP2,0,1.574878721,0.997,0.651,0,NK cell 1,ARFGAP2
ZNF683,0,1.571658323,1,0.335,0,NK cell 1,ZNF683
ARHGAP45,0,1.518094239,0.995,0.647,0,NK cell 1,ARHGAP45
CDYL,0,1.493113451,1,0.349,0,NK cell 1,CDYL
ARHGEF12,0,1.490982866,0.991,0.369,0,NK cell 1,ARHGEF12
ADTRP,0,1.481867906,0.999,0.498,0,NK cell 1,ADTRP
RAB39B,0,1.474622448,0.999,0.59,0,NK cell 1,RAB39B
DOK2,0,1.457231233,0.981,0.388,0,NK cell 1,DOK2
F2R,0,1.422806515,1,0.41,0,NK cell 1,F2R
GTF2H2,0,1.399803493,0.999,0.627,0,NK cell 1,GTF2H2
UBB,0,1.397584823,0.992,0.48,0,NK cell 1,UBB
HOXB2,0,1.394154243,0.997,0.59,0,NK cell 1,HOXB2
DUSP10,0,1.39129789,0.999,0.456,0,NK cell 1,DUSP10
FASLG,0,1.360995611,1,0.494,0,NK cell 1,FASLG
EZH1,0,1.330228538,1,0.628,0,NK cell 1,EZH1
TXNDC12,0,1.326751038,0.997,0.469,0,NK cell 1,TXNDC12
IL27RA,0,1.285313662,1,0.573,0,NK cell 1,IL27RA
CEP57,0,1.280138257,1,0.574,0,NK cell 1,CEP57
TNFRSF18,0,1.277943997,0.981,0.265,0,NK cell 1,TNFRSF18
LYPD2,0,1.270933462,0.999,0.654,0,NK cell 1,LYPD2
ZNF688,0,1.265131427,0.999,0.623,0,NK cell 1,ZNF688
CRY2,0,1.2308459,0.999,0.655,0,NK cell 1,CRY2
E4F1,0,1.22347077,0.998,0.523,0,NK cell 1,E4F1
RTKN21,0,1.22261146,0.995,0.374,0,NK cell 1,RTKN2
NPAT,0,1.205513466,0.999,0.635,0,NK cell 1,NPAT
SIRT7,0,1.187908169,0.999,0.655,0,NK cell 1,SIRT7
REST,0,1.186924045,1,0.673,0,NK cell 1,REST
PTPN11,0,1.17450787,1,0.51,0,NK cell 1,PTPN11
SETD2,0,1.137347002,0.923,0.502,0,NK cell 1,SETD2
GZMA,0,1.131737541,1,0.428,0,NK cell 1,GZMA
RYK,0,1.120115843,0.951,0.504,0,NK cell 1,RYK
SPRY2,0,1.11969813,0.975,0.444,0,NK cell 1,SPRY2
SLC20A1,0,1.105789361,0.806,0.439,0,NK cell 1,SLC20A1
MED29,0,1.102880831,1,0.632,0,NK cell 1,MED29
NCK1,0,1.089297005,0.971,0.506,0,NK cell 1,NCK1
PLCG2,0,1.067718964,0.902,0.394,0,NK cell 1,PLCG2
TSC22D4,0,1.060025028,0.998,0.46,0,NK cell 1,TSC22D4
UAP1,0,1.056215722,0.988,0.432,0,NK cell 1,UAP1
KLF11,0,1.049511094,0.828,0.528,0,NK cell 1,KLF11
CDK9,0,1.025319591,0.995,0.65,0,NK cell 1,CDK9
HSP90AA1,7.92230310581272e-318,1.008567191,0.723,0.448,1.12417481071483e-314,NK cell 1,HSP90AA1
S1PR2,6.58E-273,1.83225747,0.669,0.412,9.33E-270,NK cell 1,S1PR2
HSPD1,5.40E-246,1.022674957,0.667,0.423,7.66E-243,NK cell 1,HSPD1
NFATC3,1.81E-238,1.172832682,0.699,0.505,2.57E-235,NK cell 1,NFATC3
KLF16,1.54E-191,1.202519351,0.629,0.421,2.18E-188,NK cell 1,KLF16
ZNF326,4.91E-156,1.141541696,0.572,0.415,6.97E-153,NK cell 1,ZNF326
