,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
MNAT1,1.93E-243,2.753119394,0.988,0.532,2.74E-240,CD8 T-cell 2,MNAT1
SOD1,3.57E-243,2.767877385,0.994,0.666,5.06E-240,CD8 T-cell 2,SOD1
TAF7,6.78E-242,3.431939638,0.986,0.499,9.62E-239,CD8 T-cell 2,TAF7
FFAR31,1.13E-241,3.181716897,0.981,0.417,1.60E-238,CD8 T-cell 2,FFAR3
ZFAND6,3.80E-241,1.190969261,0.994,0.708,5.39E-238,CD8 T-cell 2,ZFAND6
MAF11,3.20E-240,1.129994117,0.99,0.667,4.54E-237,CD8 T-cell 2,MAF1
EPHB62,9.56E-240,1.447744282,0.988,0.449,1.36E-236,CD8 T-cell 2,EPHB6
NEU1,1.73E-238,2.788544679,0.975,0.432,2.45E-235,CD8 T-cell 2,NEU1
SLC26A2,2.92E-238,3.350649505,0.988,0.401,4.15E-235,CD8 T-cell 2,SLC26A2
HEXIM1,3.86E-235,2.925761086,0.967,0.502,5.47E-232,CD8 T-cell 2,HEXIM1
HSPD11,9.28E-235,3.475457483,0.977,0.441,1.32E-231,CD8 T-cell 2,HSPD1
MYLIP1,6.23E-231,1.515009734,0.986,0.435,8.84E-228,CD8 T-cell 2,MYLIP
CHST111,8.93E-231,1.006697349,0.977,0.409,1.27E-227,CD8 T-cell 2,CHST11
PLK21,1.15E-230,1.865541016,0.984,0.468,1.63E-227,CD8 T-cell 2,PLK2
ZNF4292,7.23E-230,1.024603229,0.981,0.421,1.03E-226,CD8 T-cell 2,ZNF429
NCK11,6.81E-229,2.534022127,0.992,0.55,9.67E-226,CD8 T-cell 2,NCK1
DNAJB41,6.47E-227,2.759670241,0.951,0.361,9.18E-224,CD8 T-cell 2,DNAJB4
ZNF8441,3.31E-224,1.216629898,0.992,0.411,4.70E-221,CD8 T-cell 2,ZNF844
IRF91,6.68E-224,1.013101451,0.981,0.609,9.47E-221,CD8 T-cell 2,IRF9
HSP90AA11,2.04E-223,3.36916008,0.967,0.471,2.90E-220,CD8 T-cell 2,HSP90AA1
UAP12,4.23E-223,2.136710997,0.977,0.485,6.01E-220,CD8 T-cell 2,UAP1
ATF31,4.81E-223,2.691447015,0.947,0.388,6.83E-220,CD8 T-cell 2,ATF3
TRIB21,2.37E-219,1.02067904,0.996,0.408,3.36E-216,CD8 T-cell 2,TRIB2
CBX41,2.98E-219,1.642074505,0.986,0.524,4.22E-216,CD8 T-cell 2,CBX4
PKNOX1,4.53E-219,2.583326547,0.955,0.529,6.43E-216,CD8 T-cell 2,PKNOX1
SNAP231,7.12E-219,2.966684996,0.961,0.412,1.01E-215,CD8 T-cell 2,SNAP23
S1PR21,2.66E-218,2.988559531,0.977,0.432,3.77E-215,CD8 T-cell 2,S1PR2
CASS4,2.27E-213,2.92443804,0.984,0.522,3.22E-210,CD8 T-cell 2,CASS4
ZFAND2A,3.83E-211,3.148984603,0.943,0.394,5.43E-208,CD8 T-cell 2,ZFAND2A
KRAS1,8.22E-211,1.163907742,0.982,0.653,1.17E-207,CD8 T-cell 2,KRAS
ZNF131,1.26E-210,1.59024449,0.979,0.644,1.78E-207,CD8 T-cell 2,ZNF131
E2F71,2.23E-208,2.69811278,0.973,0.39,3.16E-205,CD8 T-cell 2,E2F7
RLF1,3.70E-208,1.817976531,0.988,0.536,5.24E-205,CD8 T-cell 2,RLF
MTERF21,1.50E-207,1.509546921,0.99,0.457,2.13E-204,CD8 T-cell 2,MTERF2
RYK1,4.77E-204,1.938494908,0.971,0.546,6.77E-201,CD8 T-cell 2,RYK
ZMAT5,1.88E-202,1.194503464,0.986,0.649,2.67E-199,CD8 T-cell 2,ZMAT5
TAF6L,2.64E-199,3.45373741,0.94,0.43,3.75E-196,CD8 T-cell 2,TAF6L
SNAPC2,7.34E-196,2.126464428,0.971,0.546,1.04E-192,CD8 T-cell 2,SNAPC2
SLC39A6,3.43E-195,3.419578201,0.949,0.403,4.86E-192,CD8 T-cell 2,SLC39A6
SH2B22,1.20E-194,1.30467348,0.975,0.704,1.70E-191,CD8 T-cell 2,SH2B2
ZNF3261,6.34E-190,3.43302361,0.934,0.424,9.00E-187,CD8 T-cell 2,ZNF326
CXCR11,1.99E-189,2.069063588,0.982,0.398,2.82E-186,CD8 T-cell 2,CXCR1
TONSL,3.08E-187,2.203437498,0.953,0.501,4.37E-184,CD8 T-cell 2,TONSL
HSPB1,8.46E-186,3.037451885,0.918,0.382,1.20E-182,CD8 T-cell 2,HSPB1
NR4A11,1.53E-183,2.759192847,0.906,0.372,2.17E-180,CD8 T-cell 2,NR4A1
IL18RAP,5.95E-181,2.561319227,0.924,0.404,8.44E-178,CD8 T-cell 2,IL18RAP
RASL11A,2.86E-177,2.848117625,0.943,0.389,4.06E-174,CD8 T-cell 2,RASL11A
BAG31,3.05E-176,2.841129937,0.906,0.384,4.33E-173,CD8 T-cell 2,BAG3
YWHAG1,5.42E-175,2.747498708,0.92,0.418,7.69E-172,CD8 T-cell 2,YWHAG
CSF11,1.30E-171,2.381109918,0.918,0.437,1.85E-168,CD8 T-cell 2,CSF1
INTS6,7.30E-169,1.356626194,0.977,0.54,1.04E-165,CD8 T-cell 2,INTS6
PRX,6.84E-167,1.398676248,0.992,0.6,9.71E-164,CD8 T-cell 2,PRX
OLIG11,2.37E-162,1.744561357,0.897,0.346,3.36E-159,CD8 T-cell 2,OLIG1
KLF111,6.10E-160,1.90142176,0.928,0.555,8.65E-157,CD8 T-cell 2,KLF11
ARC,3.83E-144,1.609680906,0.926,0.504,5.43E-141,CD8 T-cell 2,ARC
NUDT41,2.06E-138,2.449783273,0.887,0.45,2.92E-135,CD8 T-cell 2,NUDT4
DAAM11,2.63E-131,1.605978028,0.895,0.426,3.74E-128,CD8 T-cell 2,DAAM1
ZNRD11,2.75E-125,2.042653786,0.899,0.544,3.90E-122,CD8 T-cell 2,ZNRD1
AKAP10,3.89E-114,1.291620622,0.926,0.608,5.52E-111,CD8 T-cell 2,AKAP10
ZDHHC21,1.32E-91,1.105943686,0.91,0.604,1.87E-88,CD8 T-cell 2,ZDHHC2
GNG71,0,2.460996051,0.998,0.613,0,B cell,GNG7
ZNF1411,0,2.073692804,0.998,0.701,0,B cell,ZNF141
TSPAN331,0,1.740150242,1,0.579,0,B cell,TSPAN33
MYCL2,0,1.678603967,1,0.362,0,B cell,MYCL
MLLT32,0,1.390530468,1,0.344,0,B cell,MLLT3
PRMT12,0,1.244849735,1,0.384,0,B cell,PRMT1
RASGRP4,0,1.059879752,0.998,0.601,0,B cell,RASGRP4
ZNF2112,0,1.004124775,1,0.409,0,B cell,ZNF211
ZNF567,4.64500757594106e-319,2.931602901,1,0.639,6.59126575026037e-316,B cell,ZNF567
CHN22,2.84E-304,1.1465703,0.998,0.619,4.03E-301,B cell,CHN2
CBX61,4.16E-299,1.065687824,1,0.406,5.91E-296,B cell,CBX6
SPIB2,1.55E-291,1.31907926,1,0.618,2.19E-288,B cell,SPIB
P2RY62,6.75E-270,1.56543271,1,0.649,9.58E-267,B cell,P2RY6
CPNE32,3.88E-254,1.427086312,0.998,0.541,5.51E-251,B cell,CPNE3
MAML13,1.63E-241,1.125933196,0.995,0.517,2.32E-238,B cell,MAML1
ZNF2501,2.84E-237,1.123058188,1,0.674,4.04E-234,B cell,ZNF250
TAX1BP31,8.75E-234,1.091905069,0.984,0.39,1.24E-230,B cell,TAX1BP3
SMAGP1,4.83E-230,1.244117339,0.998,0.645,6.86E-227,B cell,SMAGP
MTF21,4.16E-222,1.018342914,0.989,0.567,5.91E-219,B cell,MTF2
SH3GL11,8.59E-219,1.898136931,0.995,0.48,1.22E-215,B cell,SH3GL1
ZDHHC161,8.44E-211,1.160605423,0.998,0.586,1.20E-207,B cell,ZDHHC16
SFMBT11,1.00E-209,1.00916646,0.995,0.742,1.42E-206,B cell,SFMBT1
ZNF4293,2.18E-198,1.033539785,0.993,0.422,3.10E-195,B cell,ZNF429
CHD71,2.08E-194,1.729451701,0.989,0.658,2.95E-191,B cell,CHD7
PHF61,1.11E-168,1.145747212,0.946,0.618,1.57E-165,B cell,PHF6
SEMA4D1,1.99E-152,1.633325078,0.98,0.568,2.82E-149,B cell,SEMA4D
C1QBP1,1.59E-125,1.005374444,0.943,0.524,2.25E-122,B cell,C1QBP
PLXNA2,1.08E-116,1.219113906,0.939,0.58,1.53E-113,B cell,PLXNA2
EDRF1,3.90E-109,1.494300688,0.919,0.552,5.53E-106,B cell,EDRF1
TFPT,1.71E-95,1.342628398,0.984,0.748,2.42E-92,B cell,TFPT
RALGAPA2,5.51E-90,1.196977164,0.928,0.546,7.81E-87,B cell,RALGAPA2
LAMP5,3.15E-75,1.45046896,0.882,0.504,4.47E-72,B cell,LAMP5
FAM126A1,6.70E-60,1.076614141,0.814,0.455,9.51E-57,B cell,FAM126A
CLU1,7.31E-247,3.16303107,0.998,0.394,1.04E-243,Mast cell,CLU
AGPAT21,5.76E-234,1.622334079,0.993,0.397,8.18E-231,Mast cell,AGPAT2
DCDC21,6.44E-209,1.802688829,0.995,0.402,9.14E-206,Mast cell,DCDC2
PRKD31,1.23E-160,2.834351488,0.978,0.404,1.74E-157,Mast cell,PRKD3
GATA21,8.11E-159,2.636468633,0.978,0.383,1.15E-155,Mast cell,GATA2
IL1RL11,5.48E-157,3.805490308,0.985,0.428,7.78E-154,Mast cell,IL1RL1
POU3F31,1.02E-152,2.065068357,0.96,0.399,1.45E-149,Mast cell,POU3F3
TCEAL81,5.68E-145,3.939410577,0.978,0.43,8.06E-142,Mast cell,TCEAL8
CCDC88A2,3.67E-144,1.193776825,0.923,0.368,5.21E-141,Mast cell,CCDC88A
CAVIN11,4.25E-142,2.100918417,0.97,0.437,6.04E-139,Mast cell,CAVIN1
BNIP3,3.49E-136,5.286801234,0.993,0.374,4.95E-133,Mast cell,BNIP3
TDG1,5.80E-135,1.353071195,0.955,0.57,8.23E-132,Mast cell,TDG
APH1A1,9.91E-134,1.501133001,0.965,0.412,1.41E-130,Mast cell,APH1A
MXI1,5.54E-132,5.416283907,0.99,0.342,7.86E-129,Mast cell,MXI1
TSPAN11,2.07E-131,2.825017387,0.98,0.377,2.94E-128,Mast cell,TSPAN1
SLIRP1,2.49E-127,2.10186992,0.898,0.38,3.53E-124,Mast cell,SLIRP
TCEA31,4.03E-127,4.44281176,0.978,0.372,5.72E-124,Mast cell,TCEA3
NPR3,1.01E-121,3.648182887,0.983,0.501,1.43E-118,Mast cell,NPR3
PCBD11,5.96E-121,1.458263757,0.913,0.355,8.45E-118,Mast cell,PCBD1
ELF31,9.65E-120,3.394439016,0.958,0.391,1.37E-116,Mast cell,ELF3
CAMLG1,5.74E-117,3.285187418,0.94,0.36,8.14E-114,Mast cell,CAMLG
EEF1E11,2.84E-116,3.1587966,0.943,0.459,4.03E-113,Mast cell,EEF1E1
CLDN41,3.26E-114,5.089858923,0.983,0.402,4.62E-111,Mast cell,CLDN4
CRYAB,1.15E-112,7.079583768,0.96,0.394,1.63E-109,Mast cell,CRYAB
ARHGAP292,1.60E-112,1.090167154,0.915,0.363,2.27E-109,Mast cell,ARHGAP29
PRDX31,5.27E-112,3.496702288,0.88,0.402,7.48E-109,Mast cell,PRDX3
AOC11,1.02E-111,1.307741525,0.908,0.419,1.45E-108,Mast cell,AOC1
PHB22,3.24E-111,3.354311551,0.933,0.466,4.60E-108,Mast cell,PHB2
DDX11,3.53E-111,3.26302566,0.963,0.379,5.01E-108,Mast cell,DDX1
HEY1,8.87E-111,2.17599604,0.905,0.472,1.26E-107,Mast cell,HEY1
CXCL14,1.65E-110,5.785901024,0.96,0.422,2.35E-107,Mast cell,CXCL14
RUVBL21,4.55E-110,3.572503479,0.933,0.427,6.46E-107,Mast cell,RUVBL2
HPN,1.31E-108,5.365005168,0.983,0.351,1.85E-105,Mast cell,HPN
FHL21,1.55E-106,2.165968514,0.888,0.344,2.20E-103,Mast cell,FHL2
POLR2I1,9.03E-106,3.98163655,0.903,0.393,1.28E-102,Mast cell,POLR2I
TSPAN61,1.01E-105,2.820441025,0.895,0.43,1.43E-102,Mast cell,TSPAN6
SOX9,1.85E-105,5.644010796,0.99,0.392,2.63E-102,Mast cell,SOX9
IMPA21,1.91E-105,4.008701142,0.875,0.352,2.70E-102,Mast cell,IMPA2
NDUFS41,4.76E-105,2.801157112,0.908,0.354,6.75E-102,Mast cell,NDUFS4
TFPI,3.74E-104,5.339918535,0.953,0.332,5.31E-101,Mast cell,TFPI
TRIP61,1.72E-98,3.286766392,0.853,0.366,2.45E-95,Mast cell,TRIP6
PRDX22,1.94E-98,2.104721731,0.993,0.642,2.75E-95,Mast cell,PRDX2
CDCA7L1,6.39E-98,1.054106043,0.96,0.583,9.07E-95,Mast cell,CDCA7L
ARL31,5.49E-97,1.67897096,0.855,0.43,7.78E-94,Mast cell,ARL3
EIF4EBP11,6.95E-97,1.090652031,0.89,0.445,9.87E-94,Mast cell,EIF4EBP1
CD241,4.74E-96,5.00893019,0.908,0.436,6.73E-93,Mast cell,CD24
GPRC5C1,9.26E-95,2.045929355,0.938,0.477,1.31E-91,Mast cell,GPRC5C
CRYL11,3.17E-92,1.794994707,0.873,0.332,4.50E-89,Mast cell,CRYL1
VPS361,4.88E-92,1.574748901,0.853,0.412,6.93E-89,Mast cell,VPS36
RCAN1,8.13E-92,6.261222249,0.915,0.39,1.15E-88,Mast cell,RCAN1
HIPK21,8.74E-92,1.14766301,0.86,0.547,1.24E-88,Mast cell,HIPK2
ESD1,2.64E-91,3.599990696,0.89,0.362,3.75E-88,Mast cell,ESD
NISCH1,9.42E-89,1.373469999,0.9,0.491,1.34E-85,Mast cell,NISCH
KCTD1,4.67E-88,2.943591749,0.925,0.49,6.62E-85,Mast cell,KCTD1
ABCC41,3.55E-87,1.388665041,0.853,0.41,5.04E-84,Mast cell,ABCC4
SLC18A21,1.19E-86,1.325374282,0.893,0.474,1.69E-83,Mast cell,SLC18A2
PDZK1,1.80E-85,6.063528573,0.97,0.32,2.55E-82,Mast cell,PDZK1
CAMTA11,5.89E-84,2.040841235,0.825,0.435,8.36E-81,Mast cell,CAMTA1
ANGPTL4,9.09E-83,5.507319072,0.963,0.348,1.29E-79,Mast cell,ANGPTL4
PFDN11,2.76E-80,3.3619661,0.83,0.336,3.92E-77,Mast cell,PFDN1
CALD1,9.39E-78,6.252044695,0.985,0.348,1.33E-74,Mast cell,CALD1
GNG121,7.89E-76,1.970274009,0.85,0.487,1.12E-72,Mast cell,GNG12
KRT192,2.01E-75,1.217405891,0.798,0.333,2.86E-72,Mast cell,KRT19
S100A161,4.65E-75,2.012495721,0.803,0.408,6.60E-72,Mast cell,S100A16
SLC22A2,3.52E-73,7.348461656,0.99,0.339,5.00E-70,Mast cell,SLC22A2
TADA31,9.94E-72,1.490505072,0.848,0.478,1.41E-68,Mast cell,TADA3
EMX21,1.19E-71,3.986045256,0.918,0.422,1.69E-68,Mast cell,EMX2
GNG111,2.27E-71,4.168823609,0.805,0.404,3.22E-68,Mast cell,GNG11
CAV2,2.79E-71,5.448779627,0.85,0.417,3.96E-68,Mast cell,CAV2
SNX4,4.18E-70,4.27927642,0.858,0.422,5.92E-67,Mast cell,SNX4
SLC3A1,1.29E-69,7.112684526,0.965,0.339,1.83E-66,Mast cell,SLC3A1
RDX1,3.21E-68,2.586752836,0.805,0.337,4.56E-65,Mast cell,RDX
TM7SF3,1.03E-67,5.156993408,0.888,0.396,1.46E-64,Mast cell,TM7SF3
PHB1,1.35E-66,3.309673118,0.858,0.381,1.92E-63,Mast cell,PHB
PPFIBP1,2.30E-66,5.911087191,0.875,0.395,3.27E-63,Mast cell,PPFIBP1
GGT1,3.36E-66,4.98328972,0.908,0.392,4.76E-63,Mast cell,GGT1
ZNF48,5.66E-64,3.599542927,0.698,0.459,8.03E-61,Mast cell,ZNF48
NTM1,6.75E-64,4.352936222,0.671,0.329,9.57E-61,Mast cell,NTM
SPTBN1,2.35E-63,1.733478547,0.848,0.544,3.34E-60,Mast cell,SPTBN1
PLEKHA1,3.38E-62,5.004967796,0.92,0.585,4.80E-59,Mast cell,PLEKHA1
ZCCHC31,3.66E-60,3.407819765,0.83,0.297,5.19E-57,Mast cell,ZCCHC3
ZNF5801,1.23E-59,2.368076177,0.8,0.434,1.74E-56,Mast cell,ZNF580
ANXA41,3.65E-58,3.607963514,0.82,0.361,5.18E-55,Mast cell,ANXA4
KRT11,8.73E-58,1.020039068,0.813,0.561,1.24E-54,Mast cell,KRT1
HPGDS1,2.69E-57,2.615962403,0.701,0.473,3.82E-54,Mast cell,HPGDS
CD1512,6.76E-56,1.960671111,0.803,0.36,9.59E-53,Mast cell,CD151
RASGRP41,7.79E-54,4.831288704,0.693,0.605,1.10E-50,Mast cell,RASGRP4
FZD1,3.57E-53,5.604823078,0.771,0.345,5.06E-50,Mast cell,FZD1
MT1H1,5.85E-53,2.055455002,0.728,0.461,8.30E-50,Mast cell,MT1H
KIT,9.16E-52,5.13375364,0.663,0.481,1.30E-48,Mast cell,KIT
HRH11,3.22E-51,1.608111537,0.768,0.306,4.56E-48,Mast cell,HRH1
GPR821,2.03E-46,2.693629288,0.778,0.476,2.88E-43,Mast cell,GPR82
FXYD22,1.99E-43,3.197569517,0.753,0.456,2.82E-40,Mast cell,FXYD2
ZNF6771,5.97E-43,3.420516264,0.678,0.418,8.47E-40,Mast cell,ZNF677
ADAM12,1.62E-42,2.696320797,0.651,0.498,2.30E-39,Mast cell,ADAM12
AFAP1L2,1.56E-41,1.094895856,0.721,0.47,2.21E-38,Mast cell,AFAP1L2
LMCD12,5.05E-36,2.258778648,0.566,0.338,7.16E-33,Mast cell,LMCD1
RGS131,8.12E-35,1.745613585,0.646,0.443,1.15E-31,Mast cell,RGS13
RAB381,9.65E-34,1.991709884,0.666,0.466,1.37E-30,Mast cell,RAB38
PPP1R16A1,1.09E-31,1.405270828,0.803,0.62,1.55E-28,Mast cell,PPP1R16A
FOXC11,6.32E-31,1.612616725,0.566,0.399,8.97E-28,Mast cell,FOXC1
MS4A2,1.41E-29,4.975650533,0.676,0.465,2.00E-26,Mast cell,MS4A2
PLPP1,6.23E-28,3.651444414,0.596,0.462,8.84E-25,Mast cell,PLPP1
CDC42BPB1,2.46E-27,1.324841565,0.499,0.439,3.50E-24,Mast cell,CDC42BPB
UACA1,1.95E-22,2.866951946,0.117,0.431,2.76E-19,Mast cell,UACA
FSTL11,8.23E-22,1.58755627,0.494,0.424,1.17E-18,Mast cell,FSTL1
CX3CL11,4.11E-21,3.096765581,0.175,0.534,5.83E-18,Mast cell,CX3CL1
MYO1C1,1.96E-14,1.326081918,0.499,0.416,2.79E-11,Mast cell,MYO1C
RAPGEF51,5.97E-11,1.164507279,0.397,0.397,8.47E-08,Mast cell,RAPGEF5
TNS21,8.09E-11,2.088420533,0.389,0.449,1.15E-07,Mast cell,TNS2
TACSTD22,9.64E-10,1.269498938,0.494,0.578,1.37E-06,Mast cell,TACSTD2
GRAP2,8.38E-07,2.492905446,0.643,0.492,0.001189381,Mast cell,GRAP2
ADCY72,8.13E-05,1.786755686,0.678,0.461,0.115397265,Mast cell,ADCY7
PRX1,0.001075063,1.046884574,0.397,0.609,1,Mast cell,PRX
