"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"CXCL14",0,0.890917185894817,0.915,0.397,0,"M2 Macrophage","CXCL14"
"MDH1",0,0.885716782926854,0.878,0.398,0,"M2 Macrophage","MDH1"
"GHITM",0,0.885252154504353,0.907,0.444,0,"M2 Macrophage","GHITM"
"PRDX3",0,0.868724590233721,0.865,0.412,0,"M2 Macrophage","PRDX3"
"LGALS2",0,0.862855788535303,0.914,0.406,0,"M2 Macrophage","LGALS2"
"NDUFA4",0,0.861563707470882,0.94,0.464,0,"M2 Macrophage","NDUFA4"
"AKR1C3",0,0.861061127643566,0.865,0.413,0,"M2 Macrophage","AKR1C3"
"MAOA",0,0.85886665025408,0.851,0.23,0,"M2 Macrophage","MAOA"
"GPD1",0,0.856228024709408,0.819,0.067,0,"M2 Macrophage","GPD1"
"SLC16A9",0,0.845392418815338,0.77,0.112,0,"M2 Macrophage","SLC16A9"
"SH3YL1",0,0.843240536719404,0.873,0.324,0,"M2 Macrophage","SH3YL1"
"ACY1",0,0.829731913930379,0.84,0.037,0,"M2 Macrophage","ACY1"
"HSPA8",0,0.806118161768862,0.895,0.444,0,"M2 Macrophage","HSPA8"
"MTCH2",0,0.801531034239208,0.815,0.257,0,"M2 Macrophage","MTCH2"
"OCIAD2",0,0.795909686487247,0.924,0.46,0,"M2 Macrophage","OCIAD2"
"KCNJ15",0,0.795900014188188,0.794,0.156,0,"M2 Macrophage","KCNJ15"
"GRHPR",0,0.794970593901051,0.828,0.327,0,"M2 Macrophage","GRHPR"
"SEPHS2",0,0.786981669573796,0.828,0.318,0,"M2 Macrophage","SEPHS2"
"FMO1",0,0.785225025997116,0.777,0.119,0,"M2 Macrophage","FMO1"
"ACAA2",0,0.784640786134807,0.848,0.419,0,"M2 Macrophage","ACAA2"
"DBI",0,0.784191982259127,0.906,0.46,0,"M2 Macrophage","DBI"
"AGMAT",0,0.782422717844661,0.802,0.077,0,"M2 Macrophage","AGMAT"
"ACOT13",0,0.78104767014667,0.794,0.176,0,"M2 Macrophage","ACOT13"
"HGD",0,0.76879295622252,0.772,0.202,0,"M2 Macrophage","HGD"
"ALDH1L1",0,0.76705540968392,0.774,0.153,0,"M2 Macrophage","ALDH1L1"
"ACSM2A",0,0.765998380322569,0.819,0.226,0,"M2 Macrophage","ACSM2A"
"PTGR1",0,0.759640407040467,0.795,0.332,0,"M2 Macrophage","PTGR1"
"AL138826.1",0,0.755913682984,0.749,0.039,0,"M2 Macrophage","AL138826.1"
"PLG",0,0.755381650904244,0.784,0.117,0,"M2 Macrophage","PLG"
"GCHFR",0,0.75198622905953,0.77,0.204,0,"M2 Macrophage","GCHFR"
"CTXN3",0,0.749699632288956,0.719,0.022,0,"M2 Macrophage","CTXN3"
"ACMSD",0,0.746502242753224,0.82,0.229,0,"M2 Macrophage","ACMSD"
"AKR7A3",0,0.744708105753285,0.774,0.261,0,"M2 Macrophage","AKR7A3"
"TPMT",0,0.743640178050075,0.769,0.187,0,"M2 Macrophage","TPMT"
"RENBP",0,0.737788953557205,0.827,0.083,0,"M2 Macrophage","RENBP"
"PHYH",0,0.733447722695718,0.795,0.245,0,"M2 Macrophage","PHYH"
"RGN",0,0.729260672498786,0.918,0.122,0,"M2 Macrophage","RGN"
"AHCY",0,0.728710158084608,0.801,0.199,0,"M2 Macrophage","AHCY"
"SLC5A12",0,0.722647311903318,0.785,0.182,0,"M2 Macrophage","SLC5A12"
"CTSH",0,0.722609336600642,0.789,0.281,0,"M2 Macrophage","CTSH"
"GGH",0,0.718574146720249,0.752,0.136,0,"M2 Macrophage","GGH"
"HSPD1",0,0.711921039979452,0.881,0.437,0,"M2 Macrophage","HSPD1"
"LINC01510",0,0.707807087865961,0.811,0.049,0,"M2 Macrophage","LINC01510"
"SAT1",0,0.70654020746174,0.897,0.466,0,"M2 Macrophage","SAT1"
"AFP",0,0.699472823286846,0.867,0.026,0,"M2 Macrophage","AFP"
"EAF2",0,0.695490114217387,0.782,0.062,0,"M2 Macrophage","EAF2"
"AKR7A2",0,0.694372609426204,0.781,0.361,0,"M2 Macrophage","AKR7A2"
"NPL",0,0.682874819711791,0.689,0.04,0,"M2 Macrophage","NPL"
"HSD17B14",0,0.672965880033019,0.774,0.225,0,"M2 Macrophage","HSD17B14"
"SUCLG2",0,0.668031988190159,0.759,0.239,0,"M2 Macrophage","SUCLG2"
"BHMT2",0,0.666427844516498,0.777,0.293,0,"M2 Macrophage","BHMT2"
"GALM",0,0.663309604165226,0.747,0.199,0,"M2 Macrophage","GALM"
"FABP3",0,0.660889288323794,0.712,0.252,0,"M2 Macrophage","FABP3"
"GK",0,0.66014892345455,0.724,0.121,0,"M2 Macrophage","GK"
"TMEM174",0,0.64952257674441,0.732,0.027,0,"M2 Macrophage","TMEM174"
"ALDH3A2",0,0.64739364591774,0.763,0.25,0,"M2 Macrophage","ALDH3A2"
"ACOT7",0,0.644840392312243,0.691,0.21,0,"M2 Macrophage","ACOT7"
"PTH1R",0,0.643219237092758,0.728,0.091,0,"M2 Macrophage","PTH1R"
"EPHX2",0,0.642821565026938,0.751,0.23,0,"M2 Macrophage","EPHX2"
"NIT2",0,0.642543620334103,0.745,0.319,0,"M2 Macrophage","NIT2"
"AP1M2",0,0.642351417785024,0.737,0.161,0,"M2 Macrophage","AP1M2"
"MPC1",0,0.640320319382917,0.694,0.34,0,"M2 Macrophage","MPC1"
"DAO",0,0.634467328833034,0.717,0.063,0,"M2 Macrophage","DAO"
"TPT1",0,0.633852625372663,0.939,0.492,0,"M2 Macrophage","TPT1"
"FUOM",0,0.633439256534589,0.719,0.126,0,"M2 Macrophage","FUOM"
"ANGPTL3",0,0.62725248038344,0.704,0.04,0,"M2 Macrophage","ANGPTL3"
"SLC27A2",0,0.625911722755053,0.666,0.17,0,"M2 Macrophage","SLC27A2"
"FTH1",0,0.620353984804867,0.956,0.506,0,"M2 Macrophage","FTH1"
"MACROD1",0,0.615849901508372,0.71,0.157,0,"M2 Macrophage","MACROD1"
"SIGIRR",0,0.615418242395475,0.664,0.262,0,"M2 Macrophage","SIGIRR"
"CLDN10",0,0.613232374493031,0.764,0.219,0,"M2 Macrophage","CLDN10"
"MSRB1",0,0.613111389582209,0.679,0.201,0,"M2 Macrophage","MSRB1"
"IDNK",0,0.610514364007898,0.732,0.108,0,"M2 Macrophage","IDNK"
"NOX4",0,0.607567843792464,0.69,0.066,0,"M2 Macrophage","NOX4"
"PXMP2",0,0.60681326673667,0.752,0.217,0,"M2 Macrophage","PXMP2"
"ALDH4A1",0,0.60607567439499,0.721,0.142,0,"M2 Macrophage","ALDH4A1"
"ARG2",0,0.599322318396135,0.674,0.248,0,"M2 Macrophage","ARG2"
"TINAG",0,0.598768820777847,0.691,0.135,0,"M2 Macrophage","TINAG"
"FAH",0,0.596561360262997,0.746,0.281,0,"M2 Macrophage","FAH"
"CUBN",0,0.587130565627428,0.691,0.209,0,"M2 Macrophage","CUBN"
"AIFM1",0,0.584357576901054,0.716,0.167,0,"M2 Macrophage","AIFM1"
"SLC13A1",0,0.579631811337717,0.621,0.059,0,"M2 Macrophage","SLC13A1"
"HPGD",0,0.575656720157985,0.69,0.152,0,"M2 Macrophage","HPGD"
"IDH1",0,0.571635192066271,0.704,0.162,0,"M2 Macrophage","IDH1"
"ALDH1A1",0,0.570374696651466,0.772,0.365,0,"M2 Macrophage","ALDH1A1"
"FOLR1",0,0.566172897770142,0.663,0.185,0,"M2 Macrophage","FOLR1"
"EEF1A1",0,0.559088874820829,0.961,0.469,0,"M2 Macrophage","EEF1A1"
"KIAA1191",0,0.557251118864531,0.744,0.356,0,"M2 Macrophage","KIAA1191"
"PPP1R16A",0,0.555690589037083,0.704,0.309,0,"M2 Macrophage","PPP1R16A"
"SNHG25",0,0.555582488496968,0.816,0.231,0,"M2 Macrophage","SNHG25"
"PHGDH",0,0.555341294173457,0.666,0.169,0,"M2 Macrophage","PHGDH"
"TTC36",0,0.555330837113231,0.81,0.041,0,"M2 Macrophage","TTC36"
"ANK2",0,0.549088495142758,0.646,0.183,0,"M2 Macrophage","ANK2"
"SLC34A1",0,0.54531544738845,0.616,0.026,0,"M2 Macrophage","SLC34A1"
"DDX10",0,0.54081527445711,0.773,0.157,0,"M2 Macrophage","DDX10"
"AC137056.1",0,0.539889586006111,0.862,0.047,0,"M2 Macrophage","AC137056.1"
"SLC7A8",0,0.532785129066409,0.635,0.067,0,"M2 Macrophage","SLC7A8"
"CALM1",0,0.53242986066207,0.876,0.476,0,"M2 Macrophage","CALM1"
"SLC7A9",0,0.528785966439702,0.696,0.107,0,"M2 Macrophage","SLC7A9"
"ALDH8A1",0,0.527308236217021,0.668,0.121,0,"M2 Macrophage","ALDH8A1"
"ECHDC3",0,0.523721449027511,0.742,0.228,0,"M2 Macrophage","ECHDC3"
"SLC13A3",0,0.513259863076673,0.635,0.024,0,"M2 Macrophage","SLC13A3"
"ABRACL",0,0.508640890853062,0.648,0.199,0,"M2 Macrophage","ABRACL"
"CRYM",0,0.504510536077888,0.702,0.157,0,"M2 Macrophage","CRYM"
"RNF152",0,0.503685941749157,0.614,0.188,0,"M2 Macrophage","RNF152"
"IMPA2",3.63452500097947e-314,0.599082602462133,0.805,0.435,7.26905000195894e-311,"M2 Macrophage","IMPA2"
"SLC17A3",8.21260745045253e-314,0.504618299815739,0.656,0.255,1.64252149009051e-310,"M2 Macrophage","SLC17A3"
"GAMT",2.16194138181382e-299,0.510552785080417,0.681,0.378,4.32388276362763e-296,"M2 Macrophage","GAMT"
"LGMN",2.21295603620039e-264,0.500039465984002,0.601,0.261,4.42591207240078e-261,"M2 Macrophage","LGMN"
"GLRX1",2.63201581330617e-253,0.516246817588314,0.85,0.46,5.26403162661234e-250,"M2 Macrophage","GLRX"
"MGST11",6.0526515815793e-239,0.550266486046161,0.839,0.465,1.21053031631586e-235,"M2 Macrophage","MGST1"
"RBP4",1.58410068474401e-114,0.754654680915905,0.287,0.089,3.16820136948802e-111,"M2 Macrophage","RBP4"
"S100A2",5.62098485273586e-320,0.892180729963407,0.527,0.171,1.12419697054717e-316,"Epithelial 2","S100A2"
"DEFB1",1.25641998031527e-247,1.19233543621667,0.746,0.369,2.51283996063054e-244,"Epithelial 2","DEFB1"
"WFDC21",1.14381780636027e-242,0.838758211779876,0.805,0.424,2.28763561272053e-239,"Epithelial 2","WFDC2"
"KRT7",1.94788986139903e-219,0.64322767976654,0.652,0.313,3.89577972279807e-216,"Epithelial 2","KRT7"
"SLPI",1.65113508189547e-210,0.855288959155732,0.53,0.212,3.30227016379094e-207,"Epithelial 2","SLPI"
"KRT191",2.48201797756891e-121,0.773412388029618,0.656,0.38,4.96403595513781e-118,"Epithelial 2","KRT19"
"IGFBP6",1.2518115187102e-98,0.611536302695944,0.47,0.306,2.50362303742039e-95,"Epithelial 2","IGFBP6"
"GDF15",8.20586480215009e-84,0.594715306269433,0.53,0.28,1.64117296043002e-80,"Epithelial 2","GDF15"
"TSPAN11",6.99616242997089e-69,0.5110484117104,0.677,0.414,1.39923248599418e-65,"Epithelial 2","TSPAN1"
"CLU1",4.74900188687882e-67,0.615608784144908,0.698,0.486,9.49800377375765e-64,"Epithelial 2","CLU"
"SPP11",1.22165632312675e-50,0.661911283116133,0.65,0.466,2.44331264625349e-47,"Epithelial 2","SPP1"
"SOD31",4.77022984278518e-10,0.667865127232578,0.354,0.292,9.54045968557036e-07,"Epithelial 2","SOD3"
"GAPDH1",0,0.935005674432186,0.96,0.536,0,"Epithelial 3","GAPDH"
"EEF1A11",4.16466393613417e-284,0.600678724608703,0.936,0.498,8.32932787226834e-281,"Epithelial 3","EEF1A1"
"RPL101",1.12433500709748e-279,0.605023350819816,0.946,0.516,2.24867001419496e-276,"Epithelial 3","RPL10"
"LDHA1",1.74238553126463e-275,0.936574589373866,0.931,0.518,3.48477106252926e-272,"Epithelial 3","LDHA"
"RPS81",1.52709574956692e-252,0.656811289561209,0.95,0.52,3.05419149913384e-249,"Epithelial 3","RPS8"
"RACK11",6.8155974726378e-239,0.640296472362905,0.961,0.522,1.36311949452756e-235,"Epithelial 3","RACK1"
"RPL411",3.06226094699914e-211,0.553419892704298,0.963,0.506,6.12452189399828e-208,"Epithelial 3","RPL41"
"S100A12",3.06127756310315e-199,0.912512724737945,0.84,0.44,6.1225551262063e-196,"Epithelial 3","S100A1"
"RPS141",2.62457543431239e-195,0.540414816440744,0.934,0.51,5.24915086862478e-192,"Epithelial 3","RPS14"
"CD241",1.93395108527517e-178,0.946815901555412,0.958,0.504,3.86790217055033e-175,"Epithelial 3","CD24"
"ANXA41",2.93348814075754e-177,0.904970199644723,0.888,0.482,5.86697628151508e-174,"Epithelial 3","ANXA4"
"SERPINA11",1.44849316416889e-156,1.21680777082496,0.908,0.476,2.89698632833777e-153,"Epithelial 3","SERPINA1"
"TPI11",6.41160688403254e-152,0.607842095238267,0.944,0.532,1.28232137680651e-148,"Epithelial 3","TPI1"
"MIF1",1.93814445120696e-148,0.625348015198268,0.927,0.541,3.87628890241392e-145,"Epithelial 3","MIF"
"NPM11",1.75860460280625e-147,0.596603358287151,0.938,0.526,3.5172092056125e-144,"Epithelial 3","NPM1"
"PPDPF",4.38905756739383e-146,0.591933805590886,0.9,0.525,8.77811513478767e-143,"Epithelial 3","PPDPF"
"S100A11",2.40018385277473e-145,0.685436622197001,0.852,0.524,4.80036770554945e-142,"Epithelial 3","S100A11"
"ENO11",4.18267996598015e-141,0.725741628764077,0.927,0.519,8.3653599319603e-138,"Epithelial 3","ENO1"
"S100A101",2.9954598245282e-138,0.696018574355699,0.948,0.567,5.9909196490564e-135,"Epithelial 3","S100A10"
"FTH11",6.27284412646285e-127,0.550456480010519,0.921,0.532,1.25456882529257e-123,"Epithelial 3","FTH1"
"TMSB101",6.34098858448959e-111,0.549866053008065,0.908,0.601,1.26819771689792e-107,"Epithelial 3","TMSB10"
"HCFC1R1",3.67538102917172e-105,0.62075893892106,0.784,0.477,7.35076205834343e-102,"Epithelial 3","HCFC1R1"
"GLRX2",9.08741938759599e-104,0.631813055264491,0.861,0.482,1.8174838775192e-100,"Epithelial 3","GLRX"
"PKM1",9.3802609673997e-103,0.589476721066297,0.886,0.517,1.87605219347994e-99,"Epithelial 3","PKM"
"C19orf331",3.19612517388184e-102,0.546323196692348,0.902,0.463,6.39225034776368e-99,"Epithelial 3","C19orf33"
"TGFBI1",2.26447151117115e-95,0.660994933010008,0.865,0.456,4.52894302234229e-92,"Epithelial 3","TGFBI"
"NNMT1",8.37244708369711e-95,0.734228226200844,0.884,0.482,1.67448941673942e-91,"Epithelial 3","NNMT"
"BNIP31",6.04761492439799e-94,0.582391255850287,0.857,0.52,1.2095229848796e-90,"Epithelial 3","BNIP3"
"NDUFA4L21",7.74394908176356e-82,0.607599297351901,0.884,0.586,1.54878981635271e-78,"Epithelial 3","NDUFA4L2"
"LINC025321",3.35060535595136e-81,0.539332971898215,0.771,0.422,6.70121071190272e-78,"Epithelial 3","LINC02532"
"CYB5A1",6.04466597390235e-79,0.526314361203995,0.888,0.526,1.20893319478047e-75,"Epithelial 3","CYB5A"
"LGALS31",1.32140952984918e-75,0.529879847759655,0.857,0.498,2.64281905969836e-72,"Epithelial 3","LGALS3"
"C12orf75",9.612850000599e-73,0.545588163841586,0.746,0.409,1.9225700001198e-69,"Epithelial 3","C12orf75"
"FXYD21",3.99279741579586e-64,0.591662115352572,0.817,0.451,7.98559483159172e-61,"Epithelial 3","FXYD2"
"DEFB11",1.58329323194858e-23,0.734626962505056,0.586,0.378,3.16658646389715e-20,"Epithelial 3","DEFB1"
"SLC6A131",1.97423782760279e-100,0.553005237110142,0.897,0.468,3.94847565520558e-97,"Epithelial 4","SLC6A13"
"SMIM241",9.82095324444143e-94,0.612036819179201,0.852,0.401,1.96419064888829e-90,"Epithelial 4","SMIM24"
"CYB5A2",1.044943613936e-89,0.548147582808671,0.92,0.526,2.08988722787199e-86,"Epithelial 4","CYB5A"
"CXCL141",6.06392189501064e-82,0.669968364329633,0.819,0.429,1.21278437900213e-78,"Epithelial 4","CXCL14"
"GSTA21",1.6264231970868e-76,0.505537776372609,0.624,0.226,3.25284639417359e-73,"Epithelial 4","GSTA2"
"LGALS21",5.93408131365823e-71,0.505829750175053,0.828,0.437,1.18681626273165e-67,"Epithelial 4","LGALS2"
